date,team1,team2,score1,score2,win,lose,pre_win,pre_lose,pre_probability
2019/5/20,TOR,BOS,2,12,BOS,TOR,BOS,TOR,0.590032766
2019/5/20,CLE,OAK,4,6,OAK,CLE,OAK,CLE,0.555876741
2019/5/20,BAL,NYY,7,10,NYY,BAL,NYY,BAL,0.616724799
2019/5/20,NYM,WSN,5,3,NYM,WSN,WSN,NYM,0.557653344
2019/5/20,CHC,PHI,4,5,PHI,CHC,PHI,CHC,0.511529715
2019/5/20,TEX,SEA,10,9,TEX,SEA,TEX,SEA,0.503860385
2019/5/20,HOU,CHW,3,0,HOU,CHW,CHW,HOU,0.516166733
2019/5/20,SFG,ATL,1,4,ATL,SFG,ATL,SFG,0.57295036
2019/5/20,LAA,MIN,1,3,MIN,LAA,LAA,MIN,0.553254345
2019/5/20,SDP,ARI,2,1,SDP,ARI,ARI,SDP,0.57552934
2019/5/21,CLE,OAK,3,5,OAK,CLE,OAK,CLE,0.555876741
2019/5/21,CHC,PHI,3,2,CHC,PHI,PHI,CHC,0.511529715
2019/5/21,PIT,COL,0,5,COL,PIT,COL,PIT,0.525258692
2019/5/21,BAL,NYY,4,11,NYY,BAL,NYY,BAL,0.616724799
2019/5/21,TOR,BOS,10,3,TOR,BOS,BOS,TOR,0.590032766
2019/5/21,DET,MIA,4,5,MIA,DET,DET,MIA,0.519905818
2019/5/21,NYM,WSN,6,5,NYM,WSN,WSN,NYM,0.557653344
2019/5/21,TBR,LAD,3,7,LAD,TBR,LAD,TBR,0.540607739
2019/5/21,MIL,CIN,0,3,CIN,MIL,MIL,CIN,0.502802321
2019/5/21,TEX,SEA,5,3,TEX,SEA,TEX,SEA,0.503860385
2019/5/21,HOU,CHW,5,1,HOU,CHW,CHW,HOU,0.516166733
2019/5/21,SFG,ATL,4,3,SFG,ATL,ATL,SFG,0.57295036
2019/5/21,LAA,MIN,3,8,MIN,LAA,LAA,MIN,0.553254345
2019/5/21,SDP,ARI,3,2,SDP,ARI,ARI,SDP,0.57552934
2019/5/22,CLE,OAK,2,7,OAK,CLE,OAK,CLE,0.555876741
2019/5/22,MIL,CIN,11,9,MIL,CIN,MIL,CIN,0.502802321
2019/5/22,STL,KCR,2,8,KCR,STL,STL,KCR,0.539418806
2019/5/22,TEX,SEA,2,1,TEX,SEA,TEX,SEA,0.503860385
2019/5/22,SDP,ARI,5,2,SDP,ARI,ARI,SDP,0.57552934
2019/5/22,BAL,NYY,5,7,NYY,BAL,NYY,BAL,0.616724799
2019/5/22,PIT,COL,3,9,COL,PIT,COL,PIT,0.525258692
2019/5/22,TOR,BOS,5,6,BOS,TOR,BOS,TOR,0.590032766
2019/5/22,DET,MIA,3,6,MIA,DET,DET,MIA,0.519905818
2019/5/22,NYM,WSN,6,1,NYM,WSN,WSN,NYM,0.557653344
2019/5/22,TBR,LAD,8,1,TBR,LAD,LAD,TBR,0.540607739
2019/5/22,STL,KCR,10,3,STL,KCR,STL,KCR,0.539418806
2019/5/22,CHC,PHI,8,4,CHC,PHI,PHI,CHC,0.511529715
2019/5/22,HOU,CHW,4,9,CHW,HOU,CHW,HOU,0.516166733
2019/5/22,SFG,ATL,2,9,ATL,SFG,ATL,SFG,0.57295036
2019/5/23,NYM,WSN,6,4,NYM,WSN,WSN,NYM,0.557653344
2019/5/23,BAL,NYY,5,6,NYY,BAL,NYY,BAL,0.616724799
2019/5/23,PIT,COL,14,6,PIT,COL,COL,PIT,0.525258692
2019/5/23,TOR,BOS,2,8,BOS,TOR,BOS,TOR,0.590032766
2019/5/23,DET,MIA,2,5,MIA,DET,DET,MIA,0.519905818
2019/5/23,CHC,PHI,7,9,PHI,CHC,PHI,CHC,0.511529715
2019/5/23,SFG,ATL,4,5,ATL,SFG,ATL,SFG,0.57295036
2019/5/23,LAA,MIN,7,16,MIN,LAA,LAA,MIN,0.553254345
2019/5/23,CLE,TBR,2,7,TBR,CLE,TBR,CLE,0.571506607
2019/5/23,HOU,CHW,0,4,CHW,HOU,CHW,HOU,0.516166733
2019/5/24,CHC,CIN,5,6,CIN,CHC,CIN,CHC,0.501026334
2019/5/24,PIT,LAD,2,10,LAD,PIT,LAD,PIT,0.586634007
2019/5/24,WSN,MIA,12,10,WSN,MIA,WSN,MIA,0.506545336
2019/5/24,TOR,SDP,3,6,SDP,TOR,SDP,TOR,0.503995858
2019/5/24,CLE,TBR,3,1,CLE,TBR,TBR,CLE,0.571506607
2019/5/24,NYM,DET,8,9,DET,NYM,DET,NYM,0.532910057
2019/5/24,HOU,BOS,4,3,HOU,BOS,BOS,HOU,0.597556642
2019/5/24,MIL,PHI,4,6,PHI,MIL,PHI,MIL,0.507702464
2019/5/24,MIN,CHW,11,4,MIN,CHW,CHW,MIN,0.526281246
2019/5/24,STL,ATL,2,5,ATL,STL,ATL,STL,0.505297939
2019/5/24,COL,BAL,8,6,COL,BAL,BAL,COL,0.550732444
2019/5/24,OAK,SEA,6,2,OAK,SEA,OAK,SEA,0.515009204
2019/5/24,LAA,TEX,3,4,TEX,LAA,LAA,TEX,0.503996416
2019/5/24,SFG,ARI,2,18,ARI,SFG,ARI,SFG,0.526353369
2019/5/25,MIN,CHW,8,1,MIN,CHW,CHW,MIN,0.526281246
2019/5/25,KCR,NYY,3,7,NYY,KCR,NYY,KCR,0.633729115
2019/5/25,CHC,CIN,8,6,CHC,CIN,CIN,CHC,0.501026334
2019/5/25,TOR,SDP,4,19,SDP,TOR,SDP,TOR,0.503995858
2019/5/25,SFG,ARI,4,10,ARI,SFG,ARI,SFG,0.526353369
2019/5/25,WSN,MIA,5,0,WSN,MIA,WSN,MIA,0.506545336
2019/5/25,OAK,SEA,6,5,OAK,SEA,OAK,SEA,0.515009204
2019/5/25,CLE,TBR,2,6,TBR,CLE,TBR,CLE,0.571506607
2019/5/25,MIL,PHI,2,7,PHI,MIL,PHI,MIL,0.507702464
2019/5/25,NYM,DET,5,4,NYM,DET,DET,NYM,0.532910057
2019/5/25,HOU,BOS,4,3,HOU,BOS,BOS,HOU,0.597556642
2019/5/25,PIT,LAD,2,7,LAD,PIT,LAD,PIT,0.586634007
2019/5/25,STL,ATL,6,3,STL,ATL,ATL,STL,0.505297939
2019/5/25,KCR,NYY,5,6,NYY,KCR,NYY,KCR,0.633729115
2019/5/25,COL,BAL,6,9,BAL,COL,BAL,COL,0.550732444
2019/5/25,LAA,TEX,3,2,LAA,TEX,LAA,TEX,0.503996416
2019/5/26,TOR,SDP,10,1,TOR,SDP,SDP,TOR,0.503995858
2019/5/26,CLE,TBR,3,6,TBR,CLE,TBR,CLE,0.571506607
2019/5/26,NYM,DET,4,3,NYM,DET,DET,NYM,0.532910057
2019/5/26,PIT,LAD,7,11,LAD,PIT,LAD,PIT,0.586634007
2019/5/26,WSN,MIA,9,6,WSN,MIA,WSN,MIA,0.506545336
2019/5/26,HOU,BOS,1,4,BOS,HOU,BOS,HOU,0.597556642
2019/5/26,MIL,PHI,9,1,MIL,PHI,PHI,MIL,0.507702464
2019/5/26,MIN,CHW,7,0,MIN,CHW,CHW,MIN,0.526281246
2019/5/26,KCR,NYY,8,7,KCR,NYY,NYY,KCR,0.633729115
2019/5/26,CHC,CIN,2,10,CIN,CHC,CIN,CHC,0.501026334
2019/5/26,COL,BAL,8,7,COL,BAL,BAL,COL,0.550732444
2019/5/26,SFG,ARI,2,6,ARI,SFG,ARI,SFG,0.526353369
2019/5/26,LAA,TEX,7,6,LAA,TEX,LAA,TEX,0.503996416
2019/5/26,OAK,SEA,7,1,OAK,SEA,OAK,SEA,0.515009204
2019/5/26,STL,ATL,3,4,ATL,STL,ATL,STL,0.505297939
2019/5/27,WSN,MIA,2,3,MIA,WSN,WSN,MIA,0.506545336
2019/5/27,BAL,DET,5,3,BAL,DET,DET,BAL,0.528084622
2019/5/27,NYY,SDP,5,2,NYY,SDP,NYY,SDP,0.564666874
2019/5/27,CIN,PIT,5,8,PIT,CIN,PIT,CIN,0.538053342
2019/5/27,TBR,TOR,8,3,TBR,TOR,TOR,TBR,0.513324721
2019/5/27,CHW,KCR,2,1,CHW,KCR,KCR,CHW,0.540951606
2019/5/27,HOU,CHC,6,5,HOU,CHC,CHC,HOU,0.542729094
2019/5/27,COL,ARI,4,3,COL,ARI,ARI,COL,0.550177568
2019/5/27,BOS,CLE,12,5,BOS,CLE,CLE,BOS,0.506104874
2019/5/27,OAK,LAA,8,5,OAK,LAA,LAA,OAK,0.524814561
2019/5/27,CIN,PIT,8,1,CIN,PIT,PIT,CIN,0.538053342
2019/5/27,MIN,MIL,4,5,MIL,MIN,MIL,MIN,0.583242051
2019/5/27,LAD,NYM,9,5,LAD,NYM,NYM,LAD,0.508799745
2019/5/27,SEA,TEX,6,2,SEA,TEX,TEX,SEA,0.580070457
2019/5/28,NYY,SDP,4,5,SDP,NYY,NYY,SDP,0.564666874
2019/5/28,CIN,PIT,11,6,CIN,PIT,PIT,CIN,0.538053342
2019/5/28,BAL,DET,0,3,DET,BAL,DET,BAL,0.528084622
2019/5/28,PHI,STL,4,3,PHI,STL,STL,PHI,0.545836027
2019/5/28,BOS,CLE,5,7,CLE,BOS,CLE,BOS,0.506104874
2019/5/28,MIA,SFG,11,3,MIA,SFG,SFG,MIA,0.553006466
2019/5/28,TBR,TOR,3,1,TBR,TOR,TOR,TBR,0.513324721
2019/5/28,ATL,WSN,4,5,WSN,ATL,WSN,ATL,0.531225179
2019/5/28,CHW,KCR,4,3,CHW,KCR,KCR,CHW,0.540951606
2019/5/28,HOU,CHC,9,6,HOU,CHC,CHC,HOU,0.542729094
2019/5/28,MIN,MIL,5,3,MIN,MIL,MIL,MIN,0.583242051
2019/5/28,COL,ARI,6,2,COL,ARI,ARI,COL,0.550177568
2019/5/28,SEA,TEX,4,11,TEX,SEA,TEX,SEA,0.580070457
2019/5/28,OAK,LAA,4,6,LAA,OAK,LAA,OAK,0.524814561
2019/5/28,LAD,NYM,3,7,NYM,LAD,NYM,LAD,0.508799745
2019/5/29,CIN,PIT,2,7,PIT,CIN,PIT,CIN,0.538053342
2019/5/29,NYY,SDP,7,0,NYY,SDP,NYY,SDP,0.564666874
2019/5/29,OAK,LAA,7,12,LAA,OAK,LAA,OAK,0.524814561
2019/5/29,SEA,TEX,7,8,TEX,SEA,TEX,SEA,0.580070457
2019/5/29,BOS,CLE,9,14,CLE,BOS,CLE,BOS,0.506104874
2019/5/29,BAL,DET,2,4,DET,BAL,DET,BAL,0.528084622
2019/5/29,PHI,STL,11,4,PHI,STL,STL,PHI,0.545836027
2019/5/29,MIA,SFG,4,2,MIA,SFG,SFG,MIA,0.553006466
2019/5/29,TBR,TOR,4,3,TBR,TOR,TOR,TBR,0.513324721
2019/5/29,ATL,WSN,4,14,WSN,ATL,WSN,ATL,0.531225179
2019/5/29,HOU,CHC,1,2,CHC,HOU,CHC,HOU,0.542729094
2019/5/29,CHW,KCR,8,7,CHW,KCR,KCR,CHW,0.540951606
2019/5/29,COL,ARI,5,4,COL,ARI,ARI,COL,0.550177568
2019/5/29,LAD,NYM,9,8,LAD,NYM,NYM,LAD,0.508799745
2019/5/30,PHI,STL,3,5,STL,PHI,STL,PHI,0.545836027
2019/5/30,MIA,SFG,1,3,SFG,MIA,SFG,MIA,0.553006466
2019/5/30,COL,ARI,11,10,COL,ARI,ARI,COL,0.550177568
2019/5/30,PIT,MIL,5,11,MIL,PIT,MIL,PIT,0.577038331
2019/5/30,TBR,MIN,14,3,TBR,MIN,TBR,MIN,0.521229482
2019/5/30,TEX,KCR,2,4,KCR,TEX,TEX,KCR,0.500889561
2019/5/30,CHW,CLE,10,4,CHW,CLE,CLE,CHW,0.572521942
2019/5/30,LAD,NYM,2,0,LAD,NYM,NYM,LAD,0.508799745
2019/5/30,SEA,LAA,3,9,LAA,SEA,LAA,SEA,0.559997414
2019/5/31,BAL,SFG,9,6,BAL,SFG,SFG,BAL,0.529798306
2019/5/31,NYY,BOS,4,1,NYY,BOS,BOS,NYY,0.521983981
2019/5/31,PIT,MIL,9,4,PIT,MIL,MIL,PIT,0.577038331
2019/5/31,CIN,WSN,9,3,CIN,WSN,WSN,CIN,0.57906979
2019/5/31,TBR,MIN,3,5,MIN,TBR,TBR,MIN,0.521229482
2019/5/31,ATL,DET,2,8,DET,ATL,DET,ATL,0.506312324
2019/5/31,TEX,KCR,6,2,TEX,KCR,TEX,KCR,0.500889561
2019/5/31,CHW,CLE,6,1,CHW,CLE,CLE,CHW,0.572521942
2019/5/31,STL,CHC,2,1,STL,CHC,STL,CHC,0.510582258
2019/5/31,COL,TOR,13,6,COL,TOR,TOR,COL,0.593979311
2019/5/31,ARI,NYM,4,5,NYM,ARI,NYM,ARI,0.544587254
2019/5/31,OAK,HOU,2,3,HOU,OAK,OAK,HOU,0.538210506
2019/5/31,LAD,PHI,6,3,LAD,PHI,PHI,LAD,0.510687627
2019/5/31,SDP,MIA,5,2,SDP,MIA,MIA,SDP,0.561034935
2019/5/31,SEA,LAA,4,3,SEA,LAA,LAA,SEA,0.559997414
2019/6/1,TBR,MIN,2,6,MIN,TBR,TBR,MIN,0.521229482
2019/6/1,CHW,CLE,2,5,CLE,CHW,CLE,CHW,0.572521942
2019/6/1,BAL,SFG,2,8,SFG,BAL,SFG,BAL,0.529798306
2019/6/1,PIT,MIL,10,12,MIL,PIT,MIL,PIT,0.577038331
2019/6/1,TEX,KCR,6,2,TEX,KCR,TEX,KCR,0.500889561
2019/6/1,ATL,DET,10,5,ATL,DET,DET,ATL,0.506312324
2019/6/1,CIN,WSN,2,5,WSN,CIN,WSN,CIN,0.57906979
2019/6/1,NYY,BOS,5,3,NYY,BOS,BOS,NYY,0.521983981
2019/6/1,SEA,LAA,3,6,LAA,SEA,LAA,SEA,0.559997414
2019/6/1,STL,CHC,7,4,STL,CHC,STL,CHC,0.510582258
2019/6/1,COL,TOR,4,2,COL,TOR,TOR,COL,0.593979311
2019/6/1,SDP,MIA,3,9,MIA,SDP,MIA,SDP,0.561034935
2019/6/1,OAK,HOU,1,5,HOU,OAK,OAK,HOU,0.538210506
2019/6/1,ARI,NYM,6,5,ARI,NYM,NYM,ARI,0.544587254
2019/6/1,LAD,PHI,4,3,LAD,PHI,PHI,LAD,0.510687627
2019/6/2,BAL,SFG,1,8,SFG,BAL,SFG,BAL,0.529798306
2019/6/2,CIN,WSN,1,4,WSN,CIN,WSN,CIN,0.57906979
2019/6/2,TBR,MIN,7,9,MIN,TBR,TBR,MIN,0.521229482
2019/6/2,ATL,DET,7,4,ATL,DET,DET,ATL,0.506312324
2019/6/2,PIT,MIL,2,4,MIL,PIT,MIL,PIT,0.577038331
2019/6/2,CHW,CLE,2,0,CHW,CLE,CLE,CHW,0.572521942
2019/6/2,STL,CHC,2,1,STL,CHC,STL,CHC,0.510582258
2019/6/2,TEX,KCR,5,1,TEX,KCR,TEX,KCR,0.500889561
2019/6/2,COL,TOR,5,1,COL,TOR,TOR,COL,0.593979311
2019/6/2,LAD,PHI,8,0,LAD,PHI,PHI,LAD,0.510687627
2019/6/2,OAK,HOU,4,6,HOU,OAK,OAK,HOU,0.538210506
2019/6/2,ARI,NYM,7,1,ARI,NYM,NYM,ARI,0.544587254
2019/6/2,SEA,LAA,3,13,LAA,SEA,LAA,SEA,0.559997414
2019/6/2,SDP,MIA,3,9,MIA,SDP,MIA,SDP,0.561034935
2019/6/2,NYY,BOS,5,8,BOS,NYY,BOS,NYY,0.521983981
2019/6/3,CHC,LAA,8,1,CHC,LAA,LAA,CHC,0.531312198
2019/6/3,ARI,LAD,1,3,LAD,ARI,LAD,ARI,0.598084817
2019/6/3,SDP,PHI,8,2,SDP,PHI,PHI,SDP,0.59432271
2019/6/3,SEA,HOU,2,4,HOU,SEA,SEA,HOU,0.502832197
2019/6/4,PIT,ATL,5,12,ATL,PIT,ATL,PIT,0.562158068
2019/6/4,WSN,CHW,9,5,WSN,CHW,CHW,WSN,0.512776219
2019/6/4,TOR,NYY,4,3,TOR,NYY,NYY,TOR,0.611340429
2019/6/4,CLE,MIN,5,2,CLE,MIN,MIN,CLE,0.503518993
2019/6/4,DET,TBR,9,6,DET,TBR,TBR,DET,0.573003206
2019/6/4,NYM,SFG,3,9,SFG,NYM,SFG,NYM,0.53462166
2019/6/4,MIL,MIA,0,16,MIA,MIL,MIL,MIA,0.526397639
2019/6/4,KCR,BOS,3,8,BOS,KCR,BOS,KCR,0.612871616
2019/6/4,CHC,COL,6,3,CHC,COL,COL,CHC,0.502073288
2019/6/4,TEX,BAL,11,12,BAL,TEX,TEX,BAL,0.502626929
2019/6/4,STL,CIN,1,4,CIN,STL,STL,CIN,0.532902278
2019/6/4,ARI,LAD,0,9,LAD,ARI,LAD,ARI,0.598084817
2019/6/4,LAA,OAK,2,4,OAK,LAA,LAA,OAK,0.50086504
2019/6/4,SDP,PHI,6,9,PHI,SDP,PHI,SDP,0.59432271
2019/6/4,SEA,HOU,5,11,HOU,SEA,SEA,HOU,0.502832197
2019/6/5,WSN,CHW,6,4,WSN,CHW,CHW,WSN,0.512776219
2019/6/5,ARI,LAD,3,2,ARI,LAD,LAD,ARI,0.598084817
2019/6/5,SDP,PHI,5,7,PHI,SDP,PHI,SDP,0.59432271
2019/6/5,PIT,ATL,7,4,PIT,ATL,ATL,PIT,0.562158068
2019/6/5,TOR,NYY,11,7,TOR,NYY,NYY,TOR,0.611340429
2019/6/5,CLE,MIN,9,7,CLE,MIN,MIN,CLE,0.503518993
2019/6/5,DET,TBR,0,4,TBR,DET,TBR,DET,0.573003206
2019/6/5,NYM,SFG,7,0,NYM,SFG,SFG,NYM,0.53462166
2019/6/5,MIL,MIA,3,8,MIA,MIL,MIL,MIA,0.526397639
2019/6/5,CHC,COL,9,8,CHC,COL,COL,CHC,0.502073288
2019/6/5,TEX,BAL,2,1,TEX,BAL,TEX,BAL,0.502626929
2019/6/5,KCR,BOS,0,8,BOS,KCR,BOS,KCR,0.612871616
2019/6/5,LAA,OAK,10,9,LAA,OAK,LAA,OAK,0.50086504
2019/6/5,SEA,HOU,14,1,SEA,HOU,SEA,HOU,0.502832197
2019/6/6,NYM,SFG,7,3,NYM,SFG,SFG,NYM,0.53462166
2019/6/6,PIT,ATL,6,1,PIT,ATL,ATL,PIT,0.562158068
2019/6/6,DET,TBR,1,6,TBR,DET,TBR,DET,0.573003206
2019/6/6,KCR,BOS,5,7,BOS,KCR,BOS,KCR,0.612871616
2019/6/6,STL,CIN,3,1,STL,CIN,STL,CIN,0.532902278
2019/6/6,MIL,MIA,5,1,MIL,MIA,MIL,MIA,0.526397639
2019/6/6,CHC,COL,1,3,COL,CHC,COL,CHC,0.502073288
2019/6/6,SEA,HOU,7,8,HOU,SEA,SEA,HOU,0.502832197
2019/6/6,CLE,MIN,4,5,MIN,CLE,MIN,CLE,0.503518993
2019/6/6,TOR,NYY,2,6,NYY,TOR,NYY,TOR,0.611340429
2019/6/6,TEX,BAL,4,3,TEX,BAL,TEX,BAL,0.502626929
2019/6/6,LAA,OAK,4,7,OAK,LAA,LAA,OAK,0.50086504
2019/6/6,SDP,WSN,5,4,SDP,WSN,WSN,SDP,0.617444821
2019/6/7,CHC,STL,3,1,CHC,STL,STL,CHC,0.542605831
2019/6/7,PHI,CIN,4,2,PHI,CIN,CIN,PHI,0.504281904
2019/6/7,TOR,ARI,2,8,ARI,TOR,ARI,TOR,0.503820109
2019/6/7,BOS,TBR,1,5,TBR,BOS,TBR,BOS,0.55031688
2019/6/7,CLE,NYY,5,2,CLE,NYY,NYY,CLE,0.601321387
2019/6/7,DET,MIN,3,6,MIN,DET,MIN,DET,0.5050474
2019/6/7,MIA,ATL,1,7,ATL,MIA,ATL,MIA,0.57929469
2019/6/7,NYM,COL,1,5,COL,NYM,COL,NYM,0.524220399
2019/6/7,TEX,OAK,3,5,OAK,TEX,OAK,TEX,0.559316798
2019/6/7,HOU,BAL,4,3,HOU,BAL,BAL,HOU,0.512176831
2019/6/7,MIL,PIT,10,4,MIL,PIT,MIL,PIT,0.509694546
2019/6/7,KCR,CHW,6,4,KCR,CHW,CHW,KCR,0.532154031
2019/6/7,LAA,SEA,2,6,SEA,LAA,LAA,SEA,0.563970438
2019/6/7,SDP,WSN,5,4,SDP,WSN,WSN,SDP,0.617444821
2019/6/7,SFG,LAD,2,1,SFG,LAD,LAD,SFG,0.597255218
2019/6/8,BOS,TBR,2,9,TBR,BOS,TBR,BOS,0.55031688
2019/6/8,TEX,OAK,10,5,TEX,OAK,OAK,TEX,0.559316798
2019/6/8,KCR,CHW,0,2,CHW,KCR,CHW,KCR,0.532154031
2019/6/8,TOR,ARI,0,6,ARI,TOR,ARI,TOR,0.503820109
2019/6/8,PHI,CIN,4,1,PHI,CIN,CIN,PHI,0.504281904
2019/6/8,CLE,NYY,8,4,CLE,NYY,NYY,CLE,0.601321387
2019/6/8,DET,MIN,9,3,DET,MIN,MIN,DET,0.5050474
2019/6/8,MIA,ATL,0,1,ATL,MIA,ATL,MIA,0.57929469
2019/6/8,HOU,BAL,1,4,BAL,HOU,BAL,HOU,0.512176831
2019/6/8,MIL,PIT,5,3,MIL,PIT,MIL,PIT,0.509694546
2019/6/8,BOS,TBR,5,1,BOS,TBR,TBR,BOS,0.55031688
2019/6/8,CHC,STL,9,4,CHC,STL,STL,CHC,0.542605831
2019/6/8,NYM,COL,5,3,NYM,COL,COL,NYM,0.524220399
2019/6/8,SFG,LAD,2,7,LAD,SFG,LAD,SFG,0.597255218
2019/6/8,TEX,OAK,3,1,TEX,OAK,OAK,TEX,0.559316798
2019/6/8,SDP,WSN,1,4,WSN,SDP,WSN,SDP,0.617444821
2019/6/8,LAA,SEA,12,3,LAA,SEA,LAA,SEA,0.563970438
2019/6/9,BOS,TBR,1,6,TBR,BOS,TBR,BOS,0.55031688
2019/6/9,PHI,CIN,3,4,CIN,PHI,CIN,PHI,0.504281904
2019/6/9,TOR,ARI,2,8,ARI,TOR,ARI,TOR,0.503820109
2019/6/9,CLE,NYY,6,7,NYY,CLE,NYY,CLE,0.601321387
2019/6/9,DET,MIN,2,12,MIN,DET,MIN,DET,0.5050474
2019/6/9,MIA,ATL,6,7,ATL,MIA,ATL,MIA,0.57929469
2019/6/9,NYM,COL,6,1,NYM,COL,COL,NYM,0.524220399
2019/6/9,HOU,BAL,4,0,HOU,BAL,BAL,HOU,0.512176831
2019/6/9,MIL,PIT,5,2,MIL,PIT,MIL,PIT,0.509694546
2019/6/9,KCR,CHW,2,5,CHW,KCR,CHW,KCR,0.532154031
2019/6/9,TEX,OAK,8,9,OAK,TEX,OAK,TEX,0.559316798
2019/6/9,LAA,SEA,3,9,SEA,LAA,LAA,SEA,0.563970438
2019/6/9,SFG,LAD,0,1,LAD,SFG,LAD,SFG,0.597255218
2019/6/9,SDP,WSN,2,5,WSN,SDP,WSN,SDP,0.617444821
2019/6/9,CHC,STL,5,1,CHC,STL,STL,CHC,0.542605831
2019/6/10,TBR,OAK,6,2,TBR,OAK,OAK,TBR,0.531308791
2019/6/10,PHI,ARI,8,13,ARI,PHI,PHI,ARI,0.504566726
2019/6/10,BOS,TEX,3,4,TEX,BOS,TEX,BOS,0.531425767
2019/6/10,MIA,STL,1,4,STL,MIA,STL,MIA,0.582639637
2019/6/10,ATL,PIT,13,7,ATL,PIT,ATL,PIT,0.510344576
2019/6/10,CHW,WSN,1,12,WSN,CHW,WSN,CHW,0.581577309
2019/6/10,COL,CHC,6,5,COL,CHC,CHC,COL,0.580846137
2019/6/10,LAA,LAD,5,3,LAA,LAD,LAD,LAA,0.508481713
2019/6/11,NYY,NYM,12,5,NYY,NYM,NYY,NYM,0.547596621
2019/6/11,CLE,CIN,2,1,CLE,CIN,CIN,CLE,0.502174977
2019/6/11,NYY,NYM,4,10,NYM,NYY,NYY,NYM,0.547596621
2019/6/11,BAL,TOR,4,2,BAL,TOR,TOR,BAL,0.554051066
2019/6/11,PHI,ARI,7,4,PHI,ARI,PHI,ARI,0.504566726
2019/6/11,BOS,TEX,5,9,TEX,BOS,TEX,BOS,0.531425767
2019/6/11,MIA,STL,1,7,STL,MIA,STL,MIA,0.582639637
2019/6/11,TBR,OAK,3,4,OAK,TBR,OAK,TBR,0.531308791
2019/6/11,ATL,PIT,7,5,ATL,PIT,ATL,PIT,0.510344576
2019/6/11,CHW,WSN,7,5,CHW,WSN,WSN,CHW,0.581577309
2019/6/11,HOU,MIL,10,8,HOU,MIL,MIL,HOU,0.573357795
2019/6/11,MIN,SEA,6,5,MIN,SEA,SEA,MIN,0.52106637
2019/6/11,KCR,DET,3,2,KCR,DET,DET,KCR,0.546127377
2019/6/11,COL,CHC,10,3,COL,CHC,CHC,COL,0.580846137
2019/6/11,SFG,SDP,6,5,SFG,SDP,SDP,SFG,0.526528637
2019/6/11,LAA,LAD,5,3,LAA,LAD,LAD,LAA,0.508481713
2019/6/12,TBR,OAK,2,6,OAK,TBR,OAK,TBR,0.531308791
2019/6/12,CLE,CIN,2,7,CIN,CLE,CIN,CLE,0.502174977
2019/6/12,COL,CHC,1,10,CHC,COL,CHC,COL,0.580846137
2019/6/12,BOS,TEX,4,3,BOS,TEX,TEX,BOS,0.531425767
2019/6/12,BAL,TOR,6,8,TOR,BAL,TOR,BAL,0.554051066
2019/6/12,PHI,ARI,0,2,ARI,PHI,PHI,ARI,0.504566726
2019/6/12,MIA,STL,9,0,MIA,STL,STL,MIA,0.582639637
2019/6/12,ATL,PIT,8,7,ATL,PIT,ATL,PIT,0.510344576
2019/6/12,KCR,DET,2,3,DET,KCR,DET,KCR,0.546127377
2019/6/12,HOU,MIL,3,6,MIL,HOU,MIL,HOU,0.573357795
2019/6/12,MIN,SEA,6,9,SEA,MIN,SEA,MIN,0.52106637
2019/6/12,SFG,SDP,4,2,SFG,SDP,SDP,SFG,0.526528637
2019/6/13,ATL,PIT,6,5,ATL,PIT,ATL,PIT,0.510344576
2019/6/13,MIN,SEA,10,5,MIN,SEA,SEA,MIN,0.52106637
2019/6/13,BAL,TOR,3,12,TOR,BAL,TOR,BAL,0.554051066
2019/6/13,WSN,ARI,0,5,ARI,WSN,ARI,WSN,0.508224542
2019/6/13,BOS,TEX,7,6,BOS,TEX,TEX,BOS,0.531425767
2019/6/13,NYM,STL,4,5,STL,NYM,STL,NYM,0.564513843
2019/6/13,TBR,LAA,3,5,LAA,TBR,LAA,TBR,0.507739962
2019/6/13,KCR,DET,7,3,KCR,DET,DET,KCR,0.546127377
2019/6/13,CHW,NYY,5,4,CHW,NYY,NYY,CHW,0.643973337
2019/6/13,COL,SDP,9,6,COL,SDP,SDP,COL,0.550351551
2019/6/13,LAD,CHC,7,3,LAD,CHC,CHC,LAD,0.52253461
2019/6/14,BAL,BOS,2,13,BOS,BAL,BOS,BAL,0.595517019
2019/6/14,WSN,ARI,7,3,WSN,ARI,ARI,WSN,0.508224542
2019/6/14,CIN,TEX,1,7,TEX,CIN,TEX,CIN,0.594668912
2019/6/14,DET,CLE,4,13,CLE,DET,CLE,DET,0.529113136
2019/6/14,MIA,PIT,0,11,PIT,MIA,PIT,MIA,0.534772013
2019/6/14,NYM,STL,5,9,STL,NYM,STL,NYM,0.564513843
2019/6/14,TBR,LAA,9,4,TBR,LAA,LAA,TBR,0.507739962
2019/6/14,ATL,PHI,9,8,ATL,PHI,PHI,ATL,0.507052315
2019/6/14,CHW,NYY,10,2,CHW,NYY,NYY,CHW,0.643973337
2019/6/14,HOU,TOR,15,2,HOU,TOR,TOR,HOU,0.556143939
2019/6/14,MIN,KCR,2,0,MIN,KCR,KCR,MIN,0.524031219
2019/6/14,COL,SDP,12,16,SDP,COL,SDP,COL,0.550351551
2019/6/14,OAK,SEA,2,9,SEA,OAK,OAK,SEA,0.515009204
2019/6/14,LAD,CHC,5,3,LAD,CHC,CHC,LAD,0.52253461
